id,ticker,date,price
89185,BTC,2021-03-30,59730.280000000000
90010,CVC,2021-03-30,0.494800000000
92967,ETH,2021-03-30,1854.020000000000
93634,FUN,2021-03-30,0.040770000000
104892,ZRX,2021-03-30,1.892000000000
89186,BTC,2021-03-31,58745.510000000000
90011,CVC,2021-03-31,0.568300000000
92968,ETH,2021-03-31,1915.100000000000
93635,FUN,2021-03-31,0.039260000000
104893,ZRX,2021-03-31,1.947000000000
89187,BTC,2021-04-01,59535.980000000000
90012,CVC,2021-04-01,0.603200000000
92969,ETH,2021-04-01,1995.610000000000
93636,FUN,2021-04-01,0.041210000000
104894,ZRX,2021-04-01,1.891000000000
89188,BTC,2021-04-02,59408.420000000000
90013,CVC,2021-04-02,0.632700000000
92970,ETH,2021-04-02,2125.040000000000
93637,FUN,2021-04-02,0.040030000000
104895,ZRX,2021-04-02,1.907000000000
89189,BTC,2021-04-03,57439.220000000000
90014,CVC,2021-04-03,0.604200000000
92971,ETH,2021-04-03,2018.630000000000
93638,FUN,2021-04-03,0.049620000000
104896,ZRX,2021-04-03,1.731000000000
89190,BTC,2021-04-04,57171.120000000000
90015,CVC,2021-04-04,0.622900000000
92972,ETH,2021-04-04,2015.090000000000
93639,FUN,2021-04-04,0.048540000000
104897,ZRX,2021-04-04,1.744000000000
89191,BTC,2021-04-05,58841.200000000000
90016,CVC,2021-04-05,0.623100000000
92973,ETH,2021-04-05,2131.120000000000
93640,FUN,2021-04-05,0.052530000000
104898,ZRX,2021-04-05,1.790000000000
89192,BTC,2021-04-06,58032.800000000000
90017,CVC,2021-04-06,0.560100000000
92974,ETH,2021-04-06,2088.600000000000
93641,FUN,2021-04-06,0.043730000000
104899,ZRX,2021-04-06,1.829000000000
89193,BTC,2021-04-07,57123.300000000000
90018,CVC,2021-04-07,0.560800000000
92975,ETH,2021-04-07,2018.170000000000
93642,FUN,2021-04-07,0.042720000000
104900,ZRX,2021-04-07,1.796000000000
89194,BTC,2021-04-08,57844.950000000000
90019,CVC,2021-04-08,0.570200000000
92976,ETH,2021-04-08,2073.880000000000
93643,FUN,2021-04-08,0.042570000000
104901,ZRX,2021-04-08,1.867000000000
89195,BTC,2021-04-09,60587.580000000000
90020,CVC,2021-04-09,0.598700000000
92977,ETH,2021-04-09,2168.960000000000
93644,FUN,2021-04-09,0.048300000000
104902,ZRX,2021-04-09,2.242000000000
89196,BTC,2021-04-10,59722.960000000000
90021,CVC,2021-04-10,0.560300000000
92978,ETH,2021-04-10,2128.020000000000
93645,FUN,2021-04-10,0.043070000000
104903,ZRX,2021-04-10,2.042000000000
89197,BTC,2021-04-11,60803.640000000000
90022,CVC,2021-04-11,0.642200000000
92979,ETH,2021-04-11,2184.490000000000
93646,FUN,2021-04-11,0.043230000000
104904,ZRX,2021-04-11,2.114000000000
89198,BTC,2021-04-12,60697.100000000000
90023,CVC,2021-04-12,0.620300000000
92980,ETH,2021-04-12,2157.880000000000
93647,FUN,2021-04-12,0.041550000000
104905,ZRX,2021-04-12,2.196000000000
89199,BTC,2021-04-13,64606.880000000000
90024,CVC,2021-04-13,0.664600000000
92981,ETH,2021-04-13,2389.920000000000
93648,FUN,2021-04-13,0.040120000000
104906,ZRX,2021-04-13,2.217000000000
89200,BTC,2021-04-14,62933.420000000000
90025,CVC,2021-04-14,0.689600000000
92982,ETH,2021-04-14,2463.110000000000
93649,FUN,2021-04-14,0.043540000000
104907,ZRX,2021-04-14,2.153000000000
89201,BTC,2021-04-15,61508.340000000000
90026,CVC,2021-04-15,0.675000000000
92983,ETH,2021-04-15,2418.370000000000
93650,FUN,2021-04-15,0.042300000000
104908,ZRX,2021-04-15,2.107000000000
89202,BTC,2021-04-16,62061.370000000000
90027,CVC,2021-04-16,0.659400000000
92984,ETH,2021-04-16,2469.520000000000
93651,FUN,2021-04-16,0.043670000000
104909,ZRX,2021-04-16,2.158000000000
89203,BTC,2021-04-17,55842.020000000000
90028,CVC,2021-04-17,0.552200000000
92985,ETH,2021-04-17,2189.960000000000
93652,FUN,2021-04-17,0.038280000000
104910,ZRX,2021-04-17,1.728000000000
89204,BTC,2021-04-18,57336.150000000000
90029,CVC,2021-04-18,0.585700000000
92986,ETH,2021-04-18,2265.460000000000
93653,FUN,2021-04-18,0.039030000000
104911,ZRX,2021-04-18,1.845000000000
89205,BTC,2021-04-19,53904.830000000000
90030,CVC,2021-04-19,0.474500000000
92987,ETH,2021-04-19,2079.210000000000
93654,FUN,2021-04-19,0.033680000000
104912,ZRX,2021-04-19,1.459000000000
89206,BTC,2021-04-20,55594.160000000000
90031,CVC,2021-04-20,0.569400000000
92988,ETH,2021-04-20,2316.270000000000
93655,FUN,2021-04-20,0.035390000000
104913,ZRX,2021-04-20,1.710000000000
89207,BTC,2021-04-21,54497.460000000000
90032,CVC,2021-04-21,0.534700000000
92989,ETH,2021-04-21,2476.850000000000
93656,FUN,2021-04-21,0.034230000000
104914,ZRX,2021-04-21,1.632000000000
89208,BTC,2021-04-22,49042.720000000000
90033,CVC,2021-04-22,0.402400000000
92990,ETH,2021-04-22,2207.600000000000
93657,FUN,2021-04-22,0.028290000000
104915,ZRX,2021-04-22,1.336000000000
89209,BTC,2021-04-23,50278.370000000000
90034,CVC,2021-04-23,0.452200000000
92991,ETH,2021-04-23,2282.930000000000
93658,FUN,2021-04-23,0.030220000000
104916,ZRX,2021-04-23,1.453000000000
89210,BTC,2021-04-24,49427.110000000000
90035,CVC,2021-04-24,0.423600000000
92992,ETH,2021-04-24,2182.810000000000
93659,FUN,2021-04-24,0.029090000000
104917,ZRX,2021-04-24,1.327000000000
89211,BTC,2021-04-25,52933.840000000000
90036,CVC,2021-04-25,0.482500000000
92993,ETH,2021-04-25,2476.540000000000
93660,FUN,2021-04-25,0.031470000000
